PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Tmem177	0.11	-0.02	0.04	0.09	0.09	0.03	-0.06	0.15
Tsg101	-0.63	-0.02	0.12	-0.15	0.03	0.09	0.04	-0.13
Perm1	0.07	-0.02	0	-0.03	0.01	0.06	-0.15	-0.01
Sf3a3	-0.08	-0.02	-0.1	-0.11	0.02	0.11	-0.12	-0.03
Parva	-0.01	-0.02	-0.09	-0.12	-0.06	-0.01	-0.12	0.08
Cherp	-0.19	-0.02	-0.06	-0.14	-0.25	-0.1	-0.2	0.12
Polr2c	-0.08	-0.02	-0.04	-0.04	0.06	0.03	-0.01	-0.11
Tmem109	-0.14	-0.02	0.1	-0.19	-0.11	0.11	0.17	0.03
Actr1a	-0.1	0.07	-0.05	-0.1	0.04	0.07	0.19	-0.08
Lims2	-0.04	0.07	-0.1	-0.11	0.16	0.06	-0.26	0
Tnrc6b	-0.1	-0.02	-0.12	-0.15	-0.06	-0.17	-0.19	-0.01
Fgf13	-0.01	0.07	-0.23	-0.09	0.04	0.1	-0.33	-0.08
Idh2	0.11	-0.02	-0.06	0.32	-0.19	-0.54	-0.5	0.27
Sf3b6	-0.1	-0.02	-0.12	-0.18	0.07	0.12	-0.1	-0.02
Chtop	-0.11	0.07	-0.21	-0.31	0.02	0.12	-0.14	-0.07
Vps13a	0.09	-0.02	0.4	-0.16	-0.45	-0.04	0.02	0.13
Tbl1xr1	-0.05	-0.02	-0.17	-0.1	0	-0.04	-0.02	-0.17
Rbm39	-0.05	-0.02	-0.14	-0.15	-0.07	-0.03	-0.21	0.01
Gnb2	0.05	0.07	0.13	-0.06	-0.07	-0.14	0.19	-0.05
Arglu1	-0.05	0.07	-0.19	-0.23	0.06	0.11	-0.3	-0.08
Spta1	0.27	0.07	0.07	0.34	-0.09	-0.17	0.16	0.46
Mycbp	-0.08	-0.02	-0.1	-0.14	-0.09	-0.17	0.07	-0.03
Serbp1	-0.11	-0.02	-0.03	-0.2	0.01	-0.05	-0.05	-0.06
Ewsr1	-0.09	-0.02	-0.07	-0.32	0	-0.04	-0.31	-0.09
Pnpt1	0.18	-0.02	0.01	0.1	-0.03	-0.02	-0.09	0.15
Acadsb	0.19	-0.02	-0.09	0.04	0.05	0.39	-0.23	0.08
Cavin4	0.04	-0.02	-0.03	-0.15	0.03	0.09	-0.09	-0.01
Zc3h15	-0.09	-0.02	-0.01	-0.14	-0.09	-0.08	-0.01	-0.01
Apoo	0.08	-0.02	0.29	0.45	-0.2	-0.21	0.68	-0.02
Rpl37	0.01	-0.02	0.05	-0.08	-0.07	-0.05	-0.03	-0.07
Plpp7	0.02	-0.02	0.05	-0.08	-0.04	0.04	0.12	-0.05
Utp14a	-0.19	-0.02	-0.39	-0.13	0.03	-0.13	0.02	-0.07
Dhx9	-0.08	0.07	-0.13	-0.23	0.04	0.03	-0.24	0.01
Tmem38b	0.03	-0.02	-0.06	0.04	0.1	-0.24	0.14	0.15
Cobll1	0.03	0.07	-0.04	-0.1	0.03	0.09	-0.19	-0.01
Slain2	-0.15	0.07	-0.01	-0.18	0.01	0	-0.2	0.05
Snrpd1	-0.07	0.07	0.19	-0.11	0.16	0.11	-0.22	0.01
Rtn4ip1	0.27	-0.02	0.08	0.18	0.12	0.12	0.29	0.14
Gpc1	0.2	-0.02	0.14	0	-0.1	-0.03	0.11	0.15
Psma3	0.02	-0.02	0.04	-0.08	0.18	-0.03	0.14	-0.15
Arid1b	-0.12	0.07	-0.24	-0.04	0.03	0.04	-0.1	-0.02
Setd3	-0.12	-0.02	0.02	-0.11	0.12	-0.02	0.07	0
Camk2a	0.2	0.07	0.27	0.06	0.12	-0.05	-0.06	0.01
Polr2a	-0.02	0.07	-0.12	-0.19	0.02	0.07	-0.17	-0.05
Dnajc19	0.25	0.07	0.16	-0.04	-0.02	0.1	-0.02	0.12
Wdr5	-0.05	0.07	-0.17	-0.13	0.04	0.06	-0.23	-0.04
Guf1	0.22	0.07	0.07	0	-0.04	0.13	0	0.16
Cp	-0.04	-0.02	0.33	-0.1	-0.36	0.27	0.17	-0.01
Fhod1	0.04	0.07	0.03	0.43	0.78	0.01	0.14	0.01
Lemd2	-0.01	-0.02	0.04	-0.04	-0.03	0.09	-0.08	-0.13
Hmgn1	-0.12	0.07	-0.21	-0.36	0.03	0.16	-0.28	-0.24
Mboat7	0.06	0.07	0.49	0.13	-0.06	0.03	0.07	-0.1
Rbm14	-0.14	0.07	-0.21	-0.18	0.1	0.09	-0.23	0.01
Hnrnpm	-0.08	0.07	-0.21	-0.24	0.04	0.05	-0.28	-0.05
Akap1	-0.16	-0.02	0.05	0.04	-0.04	-0.01	0.05	-0.13
Ywhae	-0.03	0.07	0.09	0.04	0	0.02	0.09	0.03
Pitrm1	-1.1	0.07	-0.85	-0.54	0.02	-0.33	0.5	-0.5
Utrn	0.16	-0.02	0	-0.19	-0.09	-0.02	-0.08	0.01
Pxk	-0.54	-0.02	-0.29	-0.25	0.18	0.22	0.08	0.17
Dst	0.04	0.07	-0.02	-0.04	0.04	-0.03	-0.25	0.03
Rps14	-0.02	-0.02	0.01	-0.08	-0.02	-0.17	0.08	0
Samd4a	-0.1	-0.02	0.4	-0.08	0.08	0.23	0.15	-0.01
Hsd17b12	-0.09	0.07	-0.1	-0.13	0.08	0.02	-0.05	-0.08
Dync1i2	0.02	0.07	-0.1	0.03	0.05	0.07	-0.09	0.02
Cpsf2	0.1	0.06	-0.38	-0.08	-0.25	0.05	-0.22	0.07
Fyco1	-0.03	0.06	-0.17	-0.35	0.03	0.29	0.09	-0.24
Eif2a	-0.07	-0.02	-0.01	-0.08	-0.07	-0.15	-0.05	0.01
Erh	-0.1	-0.02	-0.14	-0.35	0	0.16	-0.07	0.03
Dido1	0.06	0.06	-0.22	-0.07	-0.04	-0.07	-0.34	0.08
Mrpl46	-0.02	-0.02	0.04	0.02	0.26	-0.14	-0.09	-0.15
Pls3	0.37	-0.02	-0.08	-0.03	0.06	0.01	-0.03	0.18
Tars	0.09	-0.01	-0.11	0.11	0.05	0.21	-0.03	0.03
Myh6.1	0.03	0.06	-0.33	0.19	0	-0.11	-0.3	-0.13
Irgm1	-0.21	-0.01	-0.77	0.1	0.03	0.09	0.38	-0.12
Hspd1	0.09	0.06	0.14	0.17	-0.1	-0.17	0.14	0.02
Spcs3	-0.04	-0.01	-0.03	-0.06	0.05	0.07	0.02	-0.04
Cobl	0.03	0.06	0	0.02	-0.21	-0.09	0.11	0.29
Rdx	0.02	-0.01	-0.13	-0.09	-0.03	0.05	-0.23	-0.02
Wdr43	-0.24	0.06	-0.29	-0.06	0.04	0.16	0.08	-0.16
Rpl9	-0.07	0.06	-0.02	-0.06	0.01	0	-0.05	-0.06
Cpsf6	-0.01	0.06	-0.1	-0.19	-0.05	-0.11	-0.17	0.11
Abcb7	0.2	0.06	0.03	0.07	-0.06	-0.18	0.13	0.03
Ik	-0.07	-0.01	-0.2	-0.21	0.14	0.05	-0.02	0.15
Gpx1	0.05	-0.01	0.09	0.25	-0.22	-0.03	-0.08	0.21
Map4	0.01	0.06	0.03	0	0	0.02	0.03	0
Ythdf3	-0.1	-0.01	0.1	-0.2	0.02	-0.09	-0.17	0
Hist1h2bc	-0.13	0.06	-0.24	-0.32	0.07	0.02	-0.24	-0.08
Surf4	0.25	0.06	0.26	0.02	-0.16	-0.13	0.16	-0.18
Tgfbi	0.06	-0.01	0.04	-0.02	-0.19	-0.17	-0.17	-0.04
Arpc1b	0.13	0.06	-0.12	0.24	-0.08	-0.15	0.16	-0.02
Iba57	0.01	-0.01	0.23	0.15	0.03	0.02	-0.09	-0.02
Wdr18	-0.19	-0.01	-0.08	-0.22	0.09	0.09	-0.11	-0.03
U2surp	0.03	-0.01	-0.08	-0.14	-0.01	0.14	-0.03	0.04
Dnajc9	-0.15	0.06	-0.27	-0.21	0.01	0.29	-0.27	0.02
Prpf4b	-0.11	-0.01	0.05	-0.15	0.07	0.1	-0.11	0.05
Wasf2	0.02	-0.01	-0.07	-0.05	-0.07	0.01	-0.01	-0.04
Abcc8	0.03	0.06	-0.09	-0.23	-0.01	0.07	0.11	0.08
Fsd1l	-0.16	-0.01	-0.05	0.01	0.03	0.2	-0.09	0.01
Pdlim3	0.1	-0.01	0.13	-0.02	0.19	-0.05	-0.04	0.03
Plcb4	0.1	-0.01	0	0.14	0.16	0.01	-0.18	0.11
Lmnb1	-0.15	0.06	-0.22	-0.37	-0.08	-0.09	-0.33	-0.04
Mlycd	0.14	-0.01	0.03	0.11	0.06	-0.14	0.02	0.16
Dcn	0.02	0.06	0.05	-0.06	-0.29	-0.28	-0.21	0.16
Ndufaf3	0.16	0.06	0.11	0.17	-0.02	-0.02	0.01	0.05
Cand1	0.12	-0.01	-0.1	0.22	-0.05	-0.19	0.02	-0.13
Acaa2	0.21	0.06	-0.08	0.11	0.19	-0.04	-0.64	0.15
Rps27a	-0.13	0.06	-0.12	-0.14	0.12	-0.12	-0.03	-0.08
Mbd3	-0.24	-0.01	-0.21	-0.03	0.31	0.29	-0.4	-0.13
Ralgapb	0.01	-0.01	-0.06	0.01	-0.02	0.17	-0.19	-0.01
Fer	-0.04	0.06	-0.2	0.07	0.04	0.01	-0.44	-0.05
Kctd12b	0.09	-0.01	-0.17	0.01	0.09	-0.35	-0.14	-0.13
Rpl7	-0.07	0.06	0.01	-0.07	0.04	-0.02	0.01	-0.07
Coro1c	0.06	0.06	-0.16	-0.14	-0.1	-0.04	-0.16	0.01
Eif3a	-0.03	-0.01	0.13	-0.09	-0.14	-0.21	0.01	-0.03
Prpf8	-0.01	0.06	-0.04	-0.13	0.03	0.15	-0.16	0.01
Nudt21	-0.11	0.06	-0.21	-0.18	-0.02	-0.05	-0.25	0.14
Mrpl1	0.44	-0.01	0.08	0.06	-0.11	0.08	-0.05	0.15
Dnajc16	0.09	0.06	0.24	-0.02	0.08	0.18	0	-0.01
Alpl	-0.04	0.06	-0.1	-0.21	-0.06	-0.4	-0.07	0.04
Slc16a1	-0.05	-0.01	-0.16	0.15	-0.03	-0.37	0.13	0.23
Dync1li2	-0.05	0.06	-0.15	-0.04	-0.01	-0.01	-0.35	-0.03
Emc3	0.04	-0.01	0.04	0.07	0.03	0.04	0.14	0.01
Frmd5	-0.07	0.06	0.08	0.01	0.15	0.1	-0.17	0.19
Tmpo.1	-0.14	0.06	-0.11	-0.27	0.07	-0.06	-0.2	0.03
Ptrh2	0	0.06	0.22	0.26	-0.06	-0.15	0.35	-0.01
Rps25	-0.08	-0.01	0.04	-0.14	-0.07	-0.2	0.02	-0.03
Fech	0.04	-0.01	0.05	0.02	0	-0.03	-0.12	0.11
Mdh1	0.13	0.06	-0.18	0.17	-0.25	-0.43	-0.19	0.53
Apool	-0.07	-0.01	0.09	0	-0.01	0	0.03	0.02
Ptbp1	-0.05	0.06	-0.23	-0.21	-0.01	-0.03	-0.1	0.03
Hacd3	0.12	-0.01	0.02	0.06	-0.13	-0.01	0.01	0.14
Ckap5	-0.1	0.06	-0.03	-0.03	-0.02	0.02	-0.04	0.02
Eif3m	-0.1	-0.01	0.08	-0.05	-0.12	-0.26	0.12	-0.07
Bphl	0.14	0.06	0.14	0.32	-0.5	-1	0.29	-0.08
Pogz	-0.19	0.06	-0.16	-0.19	-0.12	0	-0.34	-0.06
Gtf2i	-0.09	0.06	-0.18	-0.27	0.02	0.13	-0.33	-0.13
Nup37	-0.09	-0.01	-0.02	-0.09	-0.03	0.17	-0.21	-0.09
Oxnad1	0.02	0.06	0.03	0.26	0.02	0.33	-0.73	0.06
Dhrs7b	0.01	-0.01	0.09	0.06	-0.06	0.1	-0.16	0
Cox15	0.12	-0.01	0.06	-0.06	-0.16	0.04	-0.04	0.11
Bcas2	-0.08	0.06	-0.09	-0.12	0.08	0.14	-0.02	-0.02
Ssr1	0.02	0.06	0.02	-0.03	-0.06	-0.06	0.09	-0.02
Eif5b	0.04	0.06	0.02	0.04	-0.06	-0.02	0.02	0.12
Rsu1	0.02	0.06	-0.09	-0.01	-0.08	0.1	-0.1	0.05
Mapre2	0.2	0.06	0.11	0.16	-0.13	0	0.16	0.12
Pex10	-0.3	0.06	0.13	0.11	-0.15	-0.15	0.01	-0.02
Hcfc1	-0.09	0.06	-0.18	-0.25	0.04	0.05	-0.3	-0.11
Frmd4a	-0.27	0.06	-0.32	-0.16	-0.08	-0.12	-0.62	0.11
Pdlim7	0.11	-0.01	-0.08	0.1	-0.06	-0.1	-0.22	0.03
Usp39	0.03	0.06	0.01	-0.22	0.07	0.14	-0.03	0.01
Sf3b3	-0.05	0.06	-0.09	-0.2	0.04	0.11	-0.17	0
Dnajc11	0.01	-0.01	0.15	0.08	-0.02	0.08	0.09	0.11
Psip1	-0.1	-0.01	-0.13	-0.29	0	0.02	-0.22	-0.18
Ociad1	0	-0.01	0.33	0.27	-0.04	-0.1	0.54	-0.06
Stoml2	0.04	-0.01	0.18	0.2	0.09	0.25	0.57	-0.07
Sf3a1	-0.06	0.06	-0.07	-0.18	0.04	0.11	-0.1	-0.02
Pbxip1	0.02	0.06	0.33	0.11	0	0	0.27	-0.06
Pfkm	0.45	0.06	-0.17	0.31	-0.07	-0.02	-0.01	0.36
Raver1	0.01	-0.01	-0.15	-0.15	0.08	0.02	-0.2	-0.04
Farsb	-0.06	0.06	0.06	-0.06	0.04	-0.05	-0.14	-0.06
Ssr4	-0.01	0.06	0.14	-0.04	0	-0.03	-0.07	-0.05
Rbm42	-0.18	0.06	-0.02	-0.26	0.13	0.06	-0.15	0.05
Sptan1.1	-0.08	0.06	-0.08	-0.11	-0.01	0	-0.28	-0.01
Lsm6	-0.12	0.06	-0.08	-0.14	-0.01	-0.06	-0.02	-0.1
Ipo5	-0.41	0.06	0.05	-0.15	0.06	-0.54	-0.18	-0.02
Scrib	-0.33	0.06	-0.03	0.01	-0.22	-0.12	-0.23	0.01
Smarcc2	-0.1	0.06	-0.18	-0.22	0.04	0.09	-0.19	-0.07
Hmgb2	-0.01	-0.01	-0.41	-0.14	-0.08	-0.03	-0.16	-0.13
Mink1	0.08	-0.01	-0.03	-0.07	-0.26	0.01	-0.4	0.23
Cd38	-0.19	0.06	0.06	-0.14	0.09	0.07	-0.39	-0.04
Exoc5	-0.02	-0.01	-0.05	-0.03	-0.19	-0.15	0.01	0.05
Tefm	0.05	-0.01	0.05	0.1	-0.04	0.23	0.01	0.04
Myl6	0.22	-0.01	-0.13	0.19	-0.29	-0.11	-0.09	-0.12
X4833439L19Rik	0.01	-0.01	-0.11	-0.06	-0.08	0.12	-0.06	-0.11
Ca4	-0.02	0.06	-0.28	-0.28	0.05	-0.02	-0.35	0.09
Supt16	-0.12	-0.01	-0.16	-0.06	-0.03	0.06	-0.08	0.01
Adprhl1	0.02	-0.01	0.02	0	0.05	-0.11	0.04	-0.09
Arvcf	0.01	-0.01	-0.02	-0.01	-0.01	0.1	-0.16	-0.01
Efr3a	0.16	0.06	0.06	-0.05	-0.17	-0.2	-0.16	0.07
Cstf2	-0.08	-0.01	-0.09	-0.15	0.04	0.16	-0.23	-0.07
Clic5	-0.02	0.06	-0.06	-0.01	0.07	-0.02	0.06	0.03
Dock9	-0.02	-0.01	0.19	-0.01	0.05	0.01	-0.25	-0.08
Srrm2	-0.15	-0.01	-0.06	-0.18	0.12	0.14	-0.33	-0.09
G3bp1	-0.01	-0.01	0.08	-0.08	-0.08	-0.11	0.08	-0.02
Eef1d	0.09	-0.01	0	-0.01	0	0.08	0.06	0
Caprin1	-0.06	-0.01	0.01	-0.07	-0.07	-0.13	-0.05	-0.01
Sec61b	-0.02	-0.01	0	-0.18	-0.06	-0.1	-0.01	-0.05
Serpine2	0.26	0.06	-0.1	0.32	-0.15	-0.14	-0.04	0.14
Opa1	0.08	-0.01	0.07	-0.01	0	-0.06	0.13	-0.04
Csrp3	-0.06	-0.01	0.07	0.17	0.15	-0.07	0.19	0.04
Hnrnpdl	-0.11	-0.01	-0.2	-0.34	-0.03	-0.06	-0.47	0.06
Fermt2	0.16	-0.01	0.06	0.03	-0.06	-0.08	0.07	0.17
Nppa	-0.03	0.06	0.06	-0.17	-0.01	-0.06	-0.26	-0.02
Khdrbs1	-0.13	0.06	-0.25	-0.24	0	0.11	-0.23	-0.07
Tmem201	-0.13	0.06	-0.2	-0.25	0.01	0.03	-0.44	0
Hmgn2	-0.3	0.06	-0.31	-0.5	0.09	0.07	-0.45	-0.17
Chid1	0.02	-0.01	0	0.08	-0.03	0.08	-0.16	0.02
Srpra	-0.03	-0.01	-0.03	-0.13	0.01	0.01	-0.18	0.01
Flii	-0.01	-0.01	-0.04	-0.1	-0.07	0.04	-0.13	0.05
Srp14	0.03	0.06	0.11	-0.07	0.05	0.01	0.17	0.01
Ppp2r5c	-0.04	-0.01	-0.04	-0.06	0.24	0.11	-0.06	0.2
Eftud2	-0.09	0.06	-0.03	-0.17	0.03	0.11	-0.13	0.01
Kctd12	0.08	-0.01	0.05	-0.08	-0.06	-0.06	0.04	0.02
Hspa4l	-0.09	0.06	-0.18	-0.1	-0.04	0.11	-0.11	-0.05
Arhgap10	0.06	-0.01	-0.05	0.19	-0.15	-0.14	0.06	0.02
Psmb1	0.05	-0.01	0.05	-0.06	0.11	0.07	-0.09	-0.14
Gpi	0.2	-0.01	-0.27	0.16	-0.19	-0.25	-0.04	0.59
Lyar	-0.08	0.06	-0.25	-0.24	0.08	0.05	-0.28	-0.15
Atxn2	-0.05	-0.01	-0.04	-0.11	-0.02	-0.12	-0.13	-0.02
Pnn	-0.14	0.06	-0.18	-0.26	0.09	0.15	-0.22	-0.04
Dnajc15	0.18	0.06	0.19	-0.01	-0.12	0.08	-0.01	0.11
Ago2	-0.05	-0.01	0.06	-0.16	0.01	-0.19	-0.08	0.02
Hnrnpa2b1	-0.11	0.06	-0.21	-0.31	0.07	0.01	-0.37	-0.04
Son	-0.03	0.06	-0.02	-0.17	0.06	0.04	-0.14	-0.04
Snu13	-0.15	-0.01	-0.17	-0.26	0.05	0.11	-0.19	-0.07
Nolc1	-0.12	-0.01	-0.2	-0.28	-0.01	0.08	-0.23	-0.12
Rpl12	-0.05	0.06	0.04	-0.04	0.02	0	-0.01	-0.08
Etf1	0.12	-0.01	0.2	0.14	0.01	0	0.1	0.02
U2af1	0.06	-0.01	-0.06	-0.03	0	-0.04	-0.16	0.14
Cald1.1	0.16	0.06	-0.06	0	-0.12	-0.08	-0.09	0.05
Endog	0.04	-0.01	0.03	0.01	0.1	-0.2	-0.12	0.22
Stxbp3	0.11	0.06	0.1	0.16	-0.21	0.02	0.48	-0.11
Vps11	0.1	-0.01	0.04	0.06	0.1	0.13	0.03	0.03
Tmem186	0.07	-0.01	0.31	0.18	-0.08	0.06	0.22	-0.03
Mta2	-0.08	0.06	0.03	-0.16	0.09	0.13	-0.18	-0.07
Rplp0	-0.06	0.06	0.06	-0.04	0.01	-0.02	0	-0.05
Adcy6	0.1	-0.01	0.05	0.07	0.02	-0.07	-0.06	0.06
Pam	0.18	0	0.1	-0.09	-0.32	-0.02	-0.04	0.02
Prpf40a	-0.05	0	-0.22	-0.15	-0.02	0.01	-0.01	-0.02
Ywhag	0.01	0.06	0.07	0.15	0.01	-0.05	0.17	0.02
Morf4l1	-0.06	0.06	-0.12	-0.29	0.18	0.11	-0.21	-0.15
Twf2	-0.12	0	0	-0.1	0.17	0.08	0.04	-0.03
Zfp512	-0.14	0.06	-0.07	-0.17	-0.02	0.06	-0.27	-0.16
Akap9	-0.03	0.06	-0.02	-0.11	0.01	0.03	-0.3	0
Cacybp	0.16	0.05	0.07	0.19	0.05	0	0.11	-0.03
Tardbp	-0.1	0.05	-0.26	-0.23	0.07	-0.07	-0.29	0.01
Kpna3	-0.08	0	0.05	-0.17	-0.06	0.08	0.05	-0.07
Mtrex	-0.15	0	0.06	-0.11	-0.05	0.03	-0.18	0.05
Celf1	-0.19	0	-0.14	-0.24	0.05	-0.08	-0.32	0
Ddx1	-0.07	0	-0.03	-0.1	0.05	-0.08	-0.09	-0.05
Pqbp1	0	0	-0.15	-0.32	-0.07	0.13	-0.33	-0.07
Afg3l2	0.15	0	0.22	0.13	-0.04	0.06	0.32	0.08
Mmrn2	-0.15	0.05	-0.02	0.25	-0.03	-0.39	-0.04	-0.11
Pds5a	-0.07	0.05	0	-0.11	-0.02	-0.1	-0.18	-0.1
Ssfa2	0.11	0	0.19	0.05	-0.34	0.06	-0.16	-0.01
Rpl26	-0.05	0.05	0	-0.08	0.01	0.02	0.06	-0.07
Nhp2	0	0	-0.14	-0.29	-0.03	-0.03	-0.24	-0.2
Zmpste24	-0.14	0	0.14	0.05	-0.13	0.05	0.49	0.09
Tamm41	0.15	0.05	0.01	0.05	0.05	-0.02	0	0.12
Polr2e	-0.03	0.05	-0.18	-0.15	0.13	0.2	-0.11	-0.07
Elob	-0.06	0	0.02	-0.13	0.02	0.06	-0.12	-0.12
Wapl	-0.13	0	0.15	-0.14	0.02	-0.04	-0.15	-0.05
Rpl7a	-0.02	0.05	0.03	-0.09	0.01	0.01	-0.06	-0.1
Parp12	-0.43	0	-0.05	-0.53	0	0.1	-0.11	0.03
Nlrx1	0	0.05	0.14	0.03	-0.12	0.05	-0.05	0.01
Dpf2	-0.19	0.05	-0.22	-0.08	-0.02	0.03	-0.01	0.03
Nap1l1	0.17	0.05	0.2	-0.11	-0.32	0.08	-0.23	-0.02
Tecrl	-0.17	0.05	0.07	-0.14	0.02	-0.02	-0.16	0.04
Mtx1	-0.05	0	0.16	0.06	0.08	0.05	0.07	-0.03
Oxct1	0.09	0.05	-0.06	0.17	-0.12	-0.14	0.11	-0.03
Znf207	-0.11	0	-0.22	-0.15	0	-0.06	-0.24	-0.01
Cirbp	-0.05	0	-0.09	-0.13	-0.14	-0.17	-0.19	0.28
Phldb2	-0.13	0.05	0.59	-0.32	0.27	0.39	-0.15	-0.08
Parl	0.02	0.05	0.25	0.02	0.03	-0.02	0.06	0.11
Sec61a1	-0.05	0.05	0.09	-0.13	0	0.02	-0.24	0.11
Trim25	-0.2	0	-0.27	-0.05	-0.09	-0.1	-0.04	0
Hist1h1a	-0.1	0	-0.36	-0.41	-0.26	-0.37	-0.11	0.03
Shank3	0.08	0	-0.07	0	-0.19	0.07	-0.02	-0.05
Unc45b	-0.04	0.05	0	-0.06	0.12	-0.06	-0.17	-0.16
Pcbp2	-0.11	0	-0.03	-0.16	0.04	-0.13	-0.25	0
Khsrp	-0.11	0	-0.2	-0.16	0.03	-0.09	-0.33	0.06
Pacsin3	0.02	0.05	0.04	0	0.01	0.06	0.06	0.03
Emc7	0.06	0.05	0.01	0.05	0.05	0.01	0.06	-0.01
Ilf3	-0.09	0	-0.22	-0.23	0.03	0.01	-0.22	-0.04
Mtor	0.01	0	-0.07	0.09	-0.09	0.13	0.15	0.06
Fxr1	0.02	0	0	-0.05	-0.03	-0.06	-0.02	0.01
Mlf1	-0.14	0.05	0.08	0.01	0.07	0.04	-0.03	0
Plekha6	-0.14	0.05	-0.01	-0.22	0.09	0.09	-0.26	-0.04
Cavin2	0.02	0.05	-0.09	-0.15	-0.1	-0.2	-0.22	0
Rps11	-0.04	0	0.05	-0.13	-0.07	-0.16	-0.02	0
Sept4	-0.01	0	-0.16	-0.04	-0.02	-0.11	-0.26	-0.04
Rae1	-0.06	0	-0.05	-0.13	0.04	0.09	-0.21	-0.07
Rad23b	-0.06	0.05	-0.03	-0.15	-0.03	0	-0.05	-0.02
Fgf2	-0.08	0	-0.28	-0.4	0.1	-0.12	-0.41	-0.08
Tmem205	-0.08	0.05	0.1	0.08	0.04	0.1	0.07	0.04
Bnip1	0.13	0.05	0.17	-0.07	-0.01	0.26	0.1	-0.05
Stag2	-0.08	0.05	-0.1	-0.08	0.06	0.02	-0.18	-0.13
Rpsa	0	0	0.08	-0.06	-0.06	-0.15	0.08	0.02
Hnrnpf	-0.16	0	-0.18	-0.27	-0.05	-0.08	-0.15	-0.02
Eef1e1	-0.01	0	-0.03	-0.13	0.18	0.03	-0.1	-0.32
Stag1	-0.1	0	-0.04	-0.27	0.08	0.11	-0.22	-0.02
Rpl18a	-0.02	0.05	0.05	-0.06	0.06	0.03	0	-0.05
Pmpca	-0.02	0.05	0.21	-0.13	-0.13	-0.12	0.18	0.01
Eef1a2	-0.01	0	-0.15	-0.08	0.04	0.06	-0.25	-0.01
Ctnnbl1	-0.04	0.05	-0.13	-0.06	0.05	0.11	-0.07	-0.19
Hmgn3	-0.09	0	-0.2	-0.32	-0.19	0.17	-0.26	-0.06
Sfpq	-0.11	0.05	-0.26	-0.25	0.01	0.02	-0.24	-0.01
Sgpl1	0.16	0.05	0.04	0.05	0.02	0.05	0.05	-0.01
Cops4	-0.09	0.05	0.18	0.16	-0.13	0.08	-0.07	-0.09
Prpf6	-0.09	0	-0.13	-0.17	-0.07	0.12	-0.04	0.05
Ppp1r12c	-0.02	0	0.04	-0.21	0.01	0.18	-0.16	0
Brd1	-0.35	0.05	-0.18	-0.17	0.05	0.15	-0.35	0.13
Snrnp200	-0.11	0.05	-0.1	-0.19	0.01	0.1	-0.1	0.01
Nebl.3	-0.37	0.05	-0.04	0.11	0.04	-0.03	0.07	0.11
Ppp1r12b	-0.12	0	0.03	-0.1	0.15	0.02	-0.09	-0.06
Sbk2	-0.04	0.05	0.51	-0.12	0.14	-0.11	-0.29	-0.09
Rpl6	-0.02	0.05	-0.01	-0.09	0.02	-0.01	-0.06	-0.09
Dnajb5	-0.18	0.05	-0.07	-0.1	0.11	0.06	-0.13	0.05
Eny2	-0.23	0.05	-0.13	-0.19	0.14	0.15	-0.21	-0.06
Hnrnpc	-0.13	0.05	-0.25	-0.28	0.07	0.02	-0.25	-0.04
Pafah1b1	-0.16	0.05	-0.02	-0.11	0.05	0.03	0.04	-0.08
Ucp3	0.12	0.05	0.08	0.02	0.19	-0.22	-0.15	0.03
Exoc1	-0.08	0.05	0	0.09	-0.05	-0.03	0.02	0.11
Pi4ka	0.11	0.05	0.09	-0.05	-0.01	-0.03	-0.08	-0.04
Hist1h4a	-0.12	0.05	-0.32	-0.3	0	0.03	-0.22	-0.07
Slmap	0.14	0.05	0.46	0.41	0.13	-0.03	1.15	-0.25
Tufm	0.53	0	0.14	0.23	-0.09	0.23	-0.26	0.41
Mrrf	-0.02	0.05	-0.09	-0.05	0.03	0.22	-0.12	0.05
Rbm25	-0.06	0.05	-0.13	-0.24	-0.02	0.15	-0.13	-0.02
Nup88	-0.17	0.05	-0.09	-0.24	0.04	0.19	-0.32	-0.07
Pecr	0.12	0.05	0.18	0.17	0.06	-0.3	-0.23	0.15
Rtcb	-0.07	0	-0.08	-0.12	0.03	-0.05	-0.14	-0.03
Tcof1	-0.21	0	-0.21	-0.33	0.07	0.1	-0.37	-0.17
Rpl29	-0.03	0.05	0.07	-0.11	0.05	0.05	-0.01	-0.09
Ppp1ca	0	0.05	-0.18	-0.12	0.12	-0.01	-0.23	0.01
Fyttd1	-0.13	0.05	-0.16	-0.28	0.01	0.12	-0.21	-0.08
Rpl24	-0.02	0.05	-0.09	-0.1	0.06	-0.03	-0.03	-0.05
Obsl1.1	0.04	0	0.06	-0.05	0.02	-0.09	-0.24	0.07
Chmp1a	0.09	0	-0.07	0.35	-0.22	-0.26	0.13	-0.07
Sugp2	-0.01	0	-0.11	-0.08	0.17	0.04	-0.28	-0.07
Rpl36a	-0.04	0.05	-0.04	-0.1	0.01	0.02	-0.17	-0.08
Nufip2	-0.01	0.05	0.1	-0.15	-0.04	-0.11	0.08	-0.04
Dnajc13	-0.08	0	-0.2	0.09	-0.08	0.02	-0.09	-0.08
Rpl8	-0.05	0.05	-0.02	-0.09	0.04	-0.01	-0.05	-0.05
Fau	-0.04	0	0.07	-0.23	-0.06	-0.15	0	-0.03
